,age,education,default,balance,housing,loan,month,duration,campaign,pdays,previous,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_divorced,marital_married,marital_single,poutcome_failure,poutcome_other,poutcome_success,poutcome_unknown
25783,42,2,0,0,1,0,5,471,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
25784,44,3,0,-948,1,1,7,129,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
25785,69,2,0,6850,0,0,9,2055,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
25786,44,2,0,242,0,0,8,69,4,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
25787,56,2,0,3931,0,0,4,115,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
25788,58,2,0,381,0,0,11,79,4,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25789,44,2,0,250,0,0,3,382,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
25790,36,2,0,351,1,0,4,1554,3,343,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
25791,39,2,0,0,0,0,6,375,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25792,38,2,0,19,1,0,5,604,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
25793,41,2,0,49,1,0,5,342,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25794,53,1,0,306,0,0,7,388,3,181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
25795,41,2,0,923,1,0,7,141,3,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
25796,58,2,0,0,0,0,6,267,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25797,57,2,0,1888,0,0,11,80,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25798,39,2,0,1654,0,0,6,264,6,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
25799,39,3,0,894,1,0,4,491,1,326,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
25800,32,2,0,-934,1,0,11,50,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
25801,54,1,0,127,0,0,8,176,4,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25802,45,3,0,1411,0,0,9,800,2,102,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25803,36,2,0,54,0,0,5,563,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
25804,35,3,0,916,1,0,5,460,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
25805,45,3,0,242,0,0,4,587,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25806,31,3,0,131,0,0,2,332,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25807,50,2,0,128,0,0,8,173,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
25808,47,2,0,834,0,1,11,902,1,133,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
25809,40,0,0,838,1,0,5,619,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
25810,74,1,0,0,0,0,9,113,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
25811,31,2,0,-250,0,1,1,207,2,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
25812,34,2,0,2305,1,0,11,301,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25813,58,3,0,5680,0,0,6,114,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25814,54,3,0,59,1,0,7,268,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25815,29,2,0,2,0,1,1,220,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
25816,46,2,0,15120,0,0,11,27,3,108,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
25817,40,3,0,269,1,0,8,97,4,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
25818,35,2,0,1861,1,0,5,297,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
25819,59,3,0,684,0,0,8,48,13,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
25820,40,2,0,864,0,0,8,36,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25821,45,0,0,13562,1,0,4,16,12,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25822,43,2,0,372,1,0,5,162,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25823,41,2,0,13,0,0,8,155,4,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25824,42,3,0,10561,0,0,5,243,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
25825,24,2,0,382,0,0,8,103,1,105,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
25826,28,3,0,-328,1,0,2,318,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
25827,45,2,0,1201,0,0,7,652,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
25828,35,2,0,1087,0,0,2,110,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
25829,40,2,0,1050,0,0,8,117,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25830,29,3,0,54,0,0,1,873,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25831,37,2,0,2580,1,0,7,300,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
25832,32,3,0,124,0,0,2,87,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
25833,47,2,0,2070,1,1,5,136,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
25834,33,1,0,359,1,1,4,130,1,148,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
25835,41,2,0,338,1,0,5,121,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25836,55,2,0,188,0,0,5,139,2,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
25837,34,2,0,490,1,0,6,55,12,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25838,38,2,0,1116,1,1,6,406,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25839,47,3,0,2515,0,0,6,40,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
25840,46,2,0,451,1,1,5,389,4,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
25841,53,2,0,112,0,1,8,246,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
25842,36,1,0,3202,1,0,11,690,3,183,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
25843,44,2,0,1371,0,0,8,159,3,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
25844,26,0,0,-41,1,0,5,229,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
25845,59,2,0,26,0,0,2,92,3,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
25846,48,2,0,8,0,1,7,46,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25847,58,2,0,1947,0,0,10,228,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
25848,45,2,0,1412,1,0,5,764,4,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
25849,46,3,0,0,1,1,5,37,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25850,76,1,0,2632,0,0,8,368,2,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
25851,43,0,0,2363,1,0,11,229,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
25852,42,2,0,108,0,0,7,360,13,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
25853,42,0,0,254,1,0,4,241,1,336,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
25854,32,2,0,28,1,0,5,88,1,370,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
25855,46,2,0,5862,0,0,6,84,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
25856,62,3,0,1619,0,0,10,534,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
25857,48,2,0,-361,1,0,5,1062,3,349,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
25858,38,0,0,1923,0,0,7,331,4,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
25859,54,2,0,2950,0,0,8,45,2,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
25860,36,2,0,319,1,0,1,29,1,266,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
25861,33,2,0,75,1,1,5,94,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
25862,25,2,0,0,1,0,5,461,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
25863,37,1,0,0,1,1,6,137,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
25864,27,2,0,220,1,0,5,480,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25865,36,2,0,1954,1,1,11,158,2,174,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
25866,30,2,0,486,1,0,5,1109,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25867,25,2,0,333,0,1,7,1056,2,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
25868,37,2,0,793,0,0,10,130,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
25869,43,2,0,429,1,1,6,35,32,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25870,29,3,0,162,0,1,7,324,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
25871,36,3,0,812,0,0,8,99,4,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25872,30,3,0,20261,1,0,8,81,10,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
25873,37,1,0,95,1,0,2,415,2,272,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
25874,58,3,0,230,1,0,7,339,10,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25875,51,1,0,541,0,0,8,663,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25876,55,2,0,2489,0,0,7,207,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
25877,56,2,0,4,0,0,6,135,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
25878,28,1,0,5,0,0,1,30,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25879,31,2,0,1783,1,1,5,219,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
25880,29,2,0,273,0,0,2,2775,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
25881,32,2,0,493,0,0,8,289,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
25882,22,3,0,104,0,1,10,509,1,185,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
25883,33,2,0,585,1,0,7,147,5,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
25884,30,3,0,101,1,0,7,88,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25885,30,3,0,732,0,0,11,179,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
25886,31,3,0,0,1,0,11,47,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25887,32,1,0,9750,1,0,11,51,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25888,23,2,0,1104,1,0,5,120,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
25889,37,2,0,128,1,0,7,379,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25890,34,3,0,1009,1,0,8,68,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
25891,30,2,0,-100,1,1,5,292,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
25892,55,1,0,0,0,0,6,272,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
25893,32,1,0,410,1,0,5,115,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25894,41,1,0,39,0,0,8,299,4,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25895,41,2,0,213,1,0,5,10,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25896,49,2,0,275,0,0,5,14,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
25897,34,2,0,10890,0,0,8,46,14,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
25898,42,2,0,-430,1,0,11,298,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25899,58,2,0,1686,0,0,8,110,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25900,29,3,0,1337,1,0,7,125,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
25901,31,2,0,159,0,0,8,129,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
25902,58,2,0,3542,1,0,7,345,17,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
25903,44,2,0,36,1,0,5,712,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
25904,33,2,0,-45,1,0,5,240,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25905,45,3,0,273,1,0,6,163,1,95,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
25906,52,2,0,192,1,0,7,61,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
25907,49,1,0,-167,0,0,7,51,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25908,35,2,0,207,1,0,5,312,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
25909,39,2,0,235,0,0,6,217,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
25910,29,2,0,376,0,1,1,49,3,183,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
25911,44,2,1,105,1,0,4,586,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25912,46,3,0,716,1,1,11,106,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25913,31,2,0,25,0,0,2,143,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
25914,50,2,0,1498,1,0,7,223,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25915,37,1,0,260,1,0,4,446,2,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
25916,40,1,0,1,0,0,6,18,11,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
25917,31,3,0,1463,0,0,8,97,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
25918,35,2,0,49,0,0,1,346,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
25919,49,2,0,-353,1,1,5,123,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
25920,32,3,0,678,0,0,8,13,15,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25921,34,2,0,1979,1,0,11,283,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25922,36,2,0,7503,1,0,5,193,1,335,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
25923,34,3,0,4254,1,0,5,104,3,178,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
25924,27,3,0,4574,0,0,8,187,2,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
25925,39,3,0,0,1,0,4,81,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
25926,30,2,0,222,0,0,7,343,9,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25927,41,0,0,31,0,0,5,529,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25928,31,2,0,24,1,0,11,631,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
25929,35,2,0,496,1,0,11,135,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25930,26,2,0,209,1,0,7,319,2,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
25931,37,3,0,33,1,0,3,186,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
25932,45,2,0,875,1,1,5,292,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
25933,28,3,0,1026,1,0,5,101,3,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
25934,44,2,0,-75,1,0,5,104,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
25935,38,3,0,1257,0,0,10,166,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25936,46,1,0,537,0,0,5,222,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25937,48,2,0,1600,0,0,8,117,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
25938,33,1,0,142,1,0,5,136,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25939,71,3,0,1285,0,0,7,195,2,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
25940,42,3,0,238,0,0,9,692,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
25941,30,2,0,239,1,0,5,785,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
25942,28,2,0,-39,0,1,7,64,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
25943,35,2,0,44,1,1,5,366,1,167,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
25944,55,3,0,1341,0,0,8,46,8,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25945,32,2,0,0,1,0,7,93,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
25946,33,2,0,0,1,0,1,191,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
25947,45,2,0,-124,0,0,8,343,4,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
25948,36,3,0,6138,1,1,11,358,4,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25949,41,2,0,718,1,0,5,318,2,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25950,50,1,0,403,0,0,8,119,6,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25951,33,3,0,1956,0,0,11,76,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
25952,32,3,0,1196,1,0,7,508,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25953,57,2,0,-140,1,0,5,264,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
25954,31,0,0,2347,0,0,12,180,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
25955,46,3,0,233,1,1,5,57,4,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
25956,35,0,0,244,0,0,7,54,10,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
25957,47,3,0,866,0,0,6,7,7,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25958,40,2,0,2040,1,0,5,906,2,350,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25959,33,3,0,603,1,0,1,265,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25960,38,2,0,884,1,0,6,57,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25961,37,2,0,-21,1,1,5,61,2,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
25962,35,3,0,317,1,0,5,162,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25963,29,3,0,91,0,0,4,99,1,274,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
25964,68,2,0,3588,0,0,4,119,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
25965,27,3,0,139,0,0,7,448,5,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25966,33,3,0,21096,1,0,6,144,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
25967,49,2,0,-214,1,0,7,73,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
25968,22,2,0,236,1,0,5,236,2,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
25969,43,2,0,413,1,0,8,235,2,182,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
25970,30,2,0,183,1,0,7,610,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
25971,40,2,0,1009,1,1,6,1036,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25972,48,2,0,904,1,0,5,128,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25973,46,3,0,0,0,0,11,716,2,110,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
25974,35,3,1,89,0,1,5,166,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25975,53,2,0,0,0,0,8,88,3,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25976,57,2,0,1244,1,0,7,383,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
25977,39,2,0,3165,1,0,5,56,1,368,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
25978,35,2,0,79,1,0,8,12,16,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
25979,52,2,0,-488,1,0,5,322,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
25980,25,3,0,137,1,0,7,281,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
25981,37,1,0,-107,1,0,6,25,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25982,29,3,0,195,1,1,2,210,16,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
25983,35,3,0,33,0,0,8,300,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
25984,28,2,0,3817,1,0,5,528,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
25985,51,0,0,0,1,0,5,10,4,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25986,54,1,0,502,1,0,4,317,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
25987,34,3,0,886,1,0,8,104,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
25988,44,3,0,2367,0,0,9,263,1,184,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
25989,27,3,0,1000,0,0,1,71,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
25990,33,3,0,2059,0,0,8,106,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
25991,39,2,0,1163,1,0,5,432,3,363,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
25992,56,2,0,279,1,0,5,288,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
25993,25,3,0,1056,1,0,5,363,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
25994,35,2,0,514,1,0,5,247,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25995,43,1,0,2113,0,0,7,33,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
25996,57,3,0,1180,1,1,5,191,2,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
25997,53,1,0,0,1,0,5,176,1,322,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
